Country Name,Country Code,Region,IncomeGroup,cellph_per100,co2_perc,land_area,electricity,fertility,fuel_exps_pc,start_business,foreign_inv,gdp,gdp_pc,growth_gdp_pc,hiv_prev,servs_mill,mil_exp,internet_users,population,rd_exp,taxRev_pc,val_primary,val_industry,val_manufacturing,val_services,region_code
Aruba,ABW,Latin America & Caribbean,high,,8.41006417792511,180.0,100.0,1.798,0.25065688213296694,,87653631.28491619,2700558659.2178802,39454.6298308169,0.8554311019929771,,977.544938594993,,97.17,105845.0,,,,,,,LAm_Ca
Afghanistan,AFG,South Asia,low,67.35057259999999,0.293946407148718,652860.0,97.7,4.477,,8.5,51533896.765,20191764940.1602,1934.6367541203501,0.08207892887539,,43.447835047001895,0.9845605041301321,11.44768809,37172386.0,,7.58538233129798,21.0810862110389,21.8232227792274,11.370465433619199,52.761719231561,SAs
Angola,AGO,Sub-Saharan Africa,lower_mid,44.73497738,1.29030677595566,1246700.0,41.88623046875,5.622999999999999,96.194403359153,36.0,-7397295409.189909,122123822333.591,6650.584939847779,-3.40990331461406,1.9,10.799299776085599,1.77713755353982,14.33907936,30809762.0,,11.002019136702302,9.83116860869256,42.643566778715,6.7526805695234,46.9809943251591,SSAf
Albania,ALB,Europe & Central Asia,upper_mid,123.73609599999999,1.97876331208568,27400.0,100.0,1.71,1.56752336260238,5.0,1022132156.8604301,13025062195.7906,12930.0676756249,3.9321645079289707,0.1,443.020375805171,1.1789005582884098,71.8470405,2866376.0,,18.515789855309897,19.8499781660723,21.1419993086489,5.68442741798015,46.697168516495,Eu_CAs
Andorra,AND,Europe & Central Asia,high,104.3812122,5.83290621488897,470.0,100.0,,0.122804361352133,,,3013387423.93509,,2.11506015294789,,3415.54005792133,,98.87143552,77006.0,,,0.492101388264151,9.84471894475008,3.20788592474693,79.20410289532471,Eu_CAs
Arab World,ARB,,,100.423540645109,4.88698751329195,11232647.0079041,90.273686599832,3.27096197518822,70.116464138423,20.6,30109196871.7626,2588676963425.26,17102.1269199991,-0.9309965240029641,,127.06627177924999,5.6381017767734,48.84762069912029,419790588.0,,5.31677202661313,5.47819711648175,39.1709520930955,13.6957379412603,54.1045926214625,
United Arab Emirates,ARE,Middle East & North Africa,high,210.9140231,22.9396063130991,71020.0,100.0,1.7309999999999999,42.4962399651308,3.7,10354223433.2425,382575085091.899,73355.8769793479,-0.550570887738374,,1285.0995177398402,,94.81992254,9630959.0,0.89504,0.0577340241915802,0.7760545678620671,41.4486809512769,8.98441789806352,57.775302948031204,MEa_NAf
Argentina,ARG,Latin America & Caribbean,upper_mid,139.81460019999997,4.78150777487432,2736690.0,100.0,2.2769999999999997,4.7510544651873605,11.0,11516861462.2845,642695864756.35,20843.1550677175,1.60928234377617,0.4,1628.59139070889,0.854560979237316,75.80974423,44494502.0,0.6140800000000001,12.3365069418291,6.26456582010254,22.0541072112108,13.488025970805099,56.12223585470039,LAm_Ca
Armenia,ARM,Europe & Central Asia,upper_mid,119.04396940000001,1.8987193736581103,28470.0,100.0,1.604,6.33975076060719,3.5,249759360.69556603,11527458565.7334,9620.818491000358,7.18375792858292,0.2,271.324897472128,4.77833758658911,69.71812489,2951776.0,0.25001999999999996,20.931220827140997,16.39047353385,25.5771330395605,10.284649981296699,49.9105094267778,Eu_CAs
American Samoa,ASM,East Asia & Pacific,upper_mid,,,200.0,,,,,,634000000.0,,-5.17390270324398,,988.8529306005029,,,55465.0,,,,,,,EAs_Pa
Antigua and Barbuda,ATG,Latin America & Caribbean,high,180.3709368,5.74441995635358,440.0,100.0,2.04,0.0,22.0,112936813.233046,1510084750.74074,25145.5412294362,2.06194494099688,,890.742564919414,,76.0,96286.0,,,1.5438279091989398,17.485441128573697,2.6694549229837,69.3495129106506,LAm_Ca
Australia,AUS,East Asia & Pacific,high,112.6886209,15.388766019446699,7692020.0,100.0,1.765,28.0194092465881,2.5,44479716896.2638,1330803227996.08,49653.7158885249,0.633037105280707,0.1,21544.793767625702,1.89155976713945,86.54472054,24992369.0,1.9229599999999998,22.002263000556503,2.38730173244053,22.327602646154197,6.087333675422009,68.25854204051289,EAs_Pa
Austria,AUT,Europe & Central Asia,high,170.84792280000002,6.8698679296766905,82522.998046875,100.0,1.53,2.38619560100156,21.0,15608009061.4137,416835975862.194,53879.29785451679,1.84100901383178,0.1,7431.714635616259,0.7359925393070359,87.93558659,8847037.0,3.04771,26.8270027660318,1.11272086699217,25.2018351011189,16.7096038349013,62.8374535096086,Eu_CAs
Azerbaijan,AZE,Europe & Central Asia,upper_mid,103.04663740000001,3.93156060898919,82670.0,100.0,1.9,92.638412567577,3.5,2867487000.0,40865558912.3867,17525.2796310656,-1.2557206009697,0.1,259.487663578963,3.77369409189023,79.0,9942334.0,0.22232,15.603134234766,5.6051117745576295,47.5579725015391,4.93022778575826,39.3223357142384,Eu_CAs
Burundi,BDI,Sub-Saharan Africa,low,54.49630416,0.0446999922899522,25680.0,9.3,5.615,0.0399318061385837,4.0,316473.449369742,3172416146.3921,737.97858286726,-2.6469412215971,1.1,4.6180741817880895,1.8821614708513899,5.594670767999999,11175378.0,,,30.645887638274,11.6278523560524,,49.113798511420896,SSAf
Belgium,BEL,Europe & Central Asia,high,104.6525275,8.32815989783976,30280.0,100.0,1.68,11.3366766107196,4.0,-39482279939.4883,494901708704.269,49411.8690997742,1.3432341864894302,,8300.544045190409,0.925790634519833,87.67968082,11422068.0,2.46611,24.627276833744997,0.634990615977638,19.5279986302554,12.5973876407868,69.1537564233274,Eu_CAs
Benin,BEN,Sub-Saharan Africa,low,78.50112548,0.614206089682334,112760.0,43.0777473449707,4.906000000000001,0.254303759125059,8.5,200406480.304636,9246696923.66155,2276.59572978031,2.9668815086469196,1.0,4.20573977888905,0.863004044861682,14.11901233,11485048.0,,,23.2404164298103,20.131314956823,11.8739310190454,47.586459944366105,SSAf
Burkina Faso,BFA,Sub-Saharan Africa,low,93.50293242,0.16201843771673802,273600.0,25.4737434387207,5.271,11.7330309288393,13.0,2566335.65735323,12322864244.9183,1866.1706199357102,3.27305453860932,0.8,1.9277576468935702,2.05918567597085,15.87620691,19751535.0,,15.0749297615291,30.757161487393304,17.4439533400402,5.35768259536585,55.1648281272992,SSAf
Bangladesh,BGD,South Asia,lower_mid,91.66528709,0.473657610012808,130170.0,88.0,2.076,,19.5,2151370680.49902,249723862487.36102,3998.4194235515,6.142103948471941,0.1,65.215515295293,1.36491749632018,18.02,161356039.0,,8.49834882820801,14.0455462197579,27.3461176033502,17.0302468647422,53.6713010179276,SAs
Bulgaria,BGR,Europe & Central Asia,upper_mid,120.4435385,5.871615869349929,108560.0,100.0,1.54,11.1661749955669,23.0,2833030000.0,58220973782.7715,20948.0970565215,4.57230650133613,0.1,32308.325655915698,1.68843232372019,63.41010138,7024216.0,0.96019,20.2013712641913,4.05481780516307,24.4266440029746,14.491660469563401,57.8009136300861,Eu_CAs
Bahrain,BHR,Middle East & North Africa,high,158.41500380000002,23.455406320753003,778.000030517578,100.0,2.009,66.8346547556499,8.3,518882978.723404,35432686170.2128,47660.4799076737,-0.9405639814432051,0.1,359.41994840951696,3.5954853914712994,95.87813575,1569439.0,,,0.332012485516718,39.373332618618605,18.093278520210603,59.4843333154655,MEa_NAf
"Bahamas, The",BHS,Latin America & Caribbean,high,89.42207249,6.520069718562571,10010.0,100.0,1.758,0.0,21.5,594994763.784,12162100000.0,31581.104389648797,0.419527295795447,1.9,1508.7973889423001,,85.0,385640.0,,12.723963942572698,0.880156772645876,12.3255735378586,3.16163800385174,76.7696050275366,LAm_Ca
Bosnia and Herzegovina,BIH,Europe & Central Asia,upper_mid,98.09148345,6.3849388185993305,51200.0,100.0,1.375,9.396595725520019,81.0,462732353.50463396,18080118128.3854,13735.030237224599,4.23289357171987,,1499.0182087150101,1.11191310643257,69.49115242,3323929.0,0.21861999999999998,19.934216395415397,6.36938102209503,23.1635548677354,12.369235224444802,55.4963975273254,Eu_CAs
Belarus,BLR,Europe & Central Asia,upper_mid,120.56119040000002,6.70195770525782,202988.0078125,100.0,1.541,33.1678637885454,9.0,1276300000.0,54726595249.1849,18915.9398914361,2.5674826075246804,0.4,2259.88664876024,1.2654471721215401,74.43644541,9485386.0,0.49999,14.173094465420402,6.89528062433517,30.9584092512823,20.1521869635278,48.5229965560459,Eu_CAs
Belize,BLZ,Latin America & Caribbean,upper_mid,63.90529544,1.40094123373499,22810.0,98.2651214599609,2.475,16.658267187762497,43.0,25637115.5013862,1862614800.0,8500.444799660809,-0.551942156420353,1.9,8002.256705582421,1.26245619249627,47.082625799999995,383071.0,,24.519990991775398,10.238750391782599,13.828479150248699,6.50392405264727,62.8867245040361,LAm_Ca
Bermuda,BMU,North America,high,105.94630719999999,8.838314987948849,54.000000953674295,100.0,1.61,,,-288109270.997092,,,,,7874.8786673764,,98.37,63968.0,0.21916,,,,,,NAm
Bolivia,BOL,Latin America & Caribbean,lower_mid,99.20033298,1.90636431997446,1083300.0,91.8,2.839,57.843616590598295,43.5,712474137.775022,37508642257.5977,7480.0771405755795,2.6960652962193596,0.3,109.53417242823,1.49655017525489,43.83227607,11353142.0,,,11.1718754576911,25.3263587239438,10.9842214139234,49.802332447781296,LAm_Ca
Brazil,BRA,Latin America & Caribbean,upper_mid,112.9965568,2.61293352087838,8358140.0,100.0,1.7109999999999999,9.24652234723185,20.5,70257759617.82,2053594973992.61,15662.247017596299,0.25141041880570497,0.6,1581.6385543121698,1.47490154739588,67.47,209469333.0,1.34264,12.8248632636748,4.89301052063879,18.352790438480998,10.783371534838901,63.1994166458573,LAm_Ca
Barbados,BRB,Latin America & Caribbean,high,115.34584679999999,4.46747652067059,430.0,100.0,1.7990000000000002,9.42637535956031,15.0,286157362.743625,4673500000.0,18526.008560408,0.845800449284326,1.6,768.604598351693,,81.76077839,286641.0,,26.1165920399638,1.3799803490798301,12.6638036674358,4.828827237500139,74.8953974895397,LAm_Ca
Brunei Darussalam,BRN,East Asia & Pacific,high,127.0669027,22.229177902672,5270.0,100.0,1.861,92.539892461156,5.5,467927550.316567,12128088999.9276,79789.60508529481,0.213228749793529,,1620.83336278161,2.37009896668375,94.86669164,428962.0,,,1.20365462606268,57.2893638536308,11.460819228389699,42.976042130483705,EAs_Pa
Bhutan,BTN,South Asia,lower_mid,90.46730476,1.3922295342782802,38143.9990234375,97.7,2.02,,12.0,-16553759.952549402,2528007911.35353,10173.0510685791,3.3858758107413705,,118.03081677325198,,48.10641588,754394.0,,12.756117540157199,16.6444812123597,41.387424273448204,7.432100374531231,37.3667213358097,SAs
Botswana,BWA,Sub-Saharan Africa,upper_mid,141.4078697,3.3674513337553003,566730.0,62.824947357177706,2.6830000000000003,0.488134903086557,48.0,400570859.794556,17406565823.2986,17784.855810529498,0.79891624620933,22.8,68.4767505559768,2.78232195396813,41.41379464,2254126.0,,24.6874946514015,2.04973273914672,32.0946954129161,5.19424707601911,56.9725562942173,SSAf
Central African Republic,CAF,Sub-Saharan Africa,low,25.22792053,0.0673571264567361,622980.0,29.9820384979248,4.796,,22.0,17179339.675022304,2167501639.76783,829.346498086113,3.13132466965133,4.0,0.43515835847823403,1.40860967195269,4.339254945,4666377.0,,5.8210597571712,31.3794014430526,19.9101223020465,17.7747956680997,31.0598200434945,SSAf
Canada,CAN,North America,high,86.53568096,15.1589272191963,9093510.0,100.0,1.4961,29.921804875315104,1.5,27817212209.7133,1646867220617.47,46723.3177643637,1.77092086416837,,26568.8801187775,1.2526292323636101,92.70137191,37058856.0,1.6493,12.4186044403667,,,,,NAm
Central Europe and the Baltics,CEB,,,123.77800413903799,6.14888253990517,1105054.00146484,100.0,1.5116626751645201,4.99595861453572,18.0,30675300827.0093,1455568032701.07,29617.865480409702,4.98110761652278,,13204.8290124007,1.64424420013852,73.4357593826207,102511922.0,1.14687800702379,17.5570230240637,2.8826449893084,28.9692485411461,19.0194442483629,56.2743484819732,
Switzerland,CHE,Europe & Central Asia,high,130.8219143,4.31156299409097,39516.0009765625,100.0,1.54,1.5378545544901498,10.0,68288266496.5615,678965423322.021,66299.62501109889,0.672860566930595,,32951.9962517038,0.675557385670456,93.71386591,8516543.0,3.3743,9.84160359976099,0.6642393580600301,24.8294430935784,17.9138146187878,71.435942835181,Eu_CAs
Channel Islands,CHI,Europe & Central Asia,high,,,197.999992370605,,1.483,,,,,,,,,,,170499.0,,,,,,,Eu_CAs
Chile,CHL,Latin America & Caribbean,high,127.4632858,4.64906220009855,743532.03125,100.0,1.766,0.9339842831177441,6.0,5852183238.92468,277746457909.868,24248.8607595513,-0.15399544921018601,0.6,7258.19240138255,1.88738394618685,82.32748693,18729160.0,0.3806,17.4437618328672,3.9934704396863197,28.8971156290166,10.9801551520117,58.601833703767994,LAm_Ca
China,CHN,East Asia & Pacific,upper_mid,104.2826788,7.543907641449269,9388210.0,100.0,1.631,1.45879618931667,8.6,166083755721.64902,12143491448186.1,16782.2077583531,6.1617720043005395,,209.12005597250402,1.8659366006581202,54.3,1392730000.0,2.0564299999999998,9.41608682830391,8.12625124854607,40.070721216419,28.9556344559798,51.803027535035,EAs_Pa
Cote d'Ivoire,CIV,Sub-Saharan Africa,lower_mid,130.6752817,0.48768803413576595,318000.0,65.6357574462891,4.846,21.455979897672698,6.0,972606666.4847801,38053610009.4172,3921.7133363581897,4.992709085612519,2.8,8.67520282071764,1.35765671954873,43.83992085,25069229.0,,15.448028291772198,22.4262527723305,25.225822242060598,12.3679513603416,31.497610981245103,SSAf
Cameroon,CMR,Sub-Saharan Africa,lower_mid,83.71005458,0.308791722441786,472710.0,61.4018745422363,4.638999999999999,54.3847689428606,13.5,814001700.79441,34922782310.6416,3644.80109612329,0.853486026492732,3.7,8.548384569026071,1.25032908627177,23.20297197,25216237.0,,12.6128073233581,14.5430372691671,24.4597344263105,14.8610911086461,52.9809967909786,SSAf
"Congo, Dem. Rep.",COD,Sub-Saharan Africa,low,43.49059653,0.0633308890302249,2267050.0,19.0936317443848,6.018,,7.0,1053658066.1717,38019265625.856,888.6772799659719,0.401471108026911,0.7,2.55532135598521,0.668776974818973,8.619904916,84068091.0,,,18.599753640262698,41.1613816289302,18.264392362435398,33.82743725181,SSAf
"Congo, Rep.",COG,Sub-Saharan Africa,lower_mid,96.1079694,0.653359718672722,341500.0,66.2148513793945,4.599,61.8681572950179,49.5,1158816776.11755,8701334800.219759,5614.398973966209,-5.55919654481907,3.1,4.696028060333,2.5469546401220695,8.65,5244363.0,,17.7158073748918,7.24227240865254,53.8779045419358,7.12930815037217,38.8798081193924,SSAf
Colombia,COL,Latin America & Caribbean,upper_mid,126.81388179999999,1.79035682717161,1109500.0,99.5952377319336,1.834,67.5286013171978,11.0,13836161409.9943,311789874617.096,14507.261250854599,-0.160980395706162,0.5,462.975592393017,3.1725602157456203,62.25988032,49648685.0,0.2917,15.797262655066,6.606412266057871,27.689162311787,12.297778837716,56.8986156229234,LAm_Ca
Comoros,COM,Sub-Saharan Africa,lower_mid,57.61237087,0.20281278394500896,1861.0000610351601,79.93128967285159,4.275,,16.0,8607994.46649785,1068124329.8625699,2751.08790965604,0.39832275437095205,0.1,4.91465698151598,,8.478170295,832322.0,,,29.6406298362189,11.6791461693305,,54.290775704812,SSAf
Cabo Verde,CPV,Sub-Saharan Africa,lower_mid,112.05571859999999,0.9481138173419592,4030.0,92.91363525390629,2.299,0.0,18.0,111711633.73813999,1771235958.20125,7026.984122427951,2.7842490883135005,0.6,260.466570045972,0.553854417749715,57.16214635,543767.0,,18.7780857967901,7.9957410958418,17.1303991380888,5.932221677560401,61.7893400160413,SSAf
Costa Rica,CRI,Latin America & Caribbean,upper_mid,180.2029814,1.6180878492620803,51060.0,99.6,1.768,0.0433557347988613,23.0,2856006597.34999,58174550211.5503,16976.1874153378,2.34003491386198,0.4,1161.42493445394,0.0,71.58166462,4999441.0,0.48617,13.657092988633199,5.1308135554295,19.139853268942602,11.404227538831902,67.512157654542,LAm_Ca
Caribbean small states,CSS,,,112.918410487869,8.87121971551983,404850.0,98.3837313333542,2.0186456312136,41.8437781088691,20.461538461538503,2212252365.56732,69074812658.1643,15753.1762229694,-0.330692522899383,1.60901337173214,761.45011818198,1.07494092113343,57.3983745247711,7358965.0,,23.5023157440619,3.6796611693965695,24.0801133947865,10.1102905089546,63.7342559906164,
Cuba,CUB,Latin America & Caribbean,upper_mid,40.17351529,3.0809942458155204,104020.0,100.0,1.722,,,,96851000000.0,,1.746246381869,0.4,8.466161677760429,,49.104687299999995,11338138.0,0.42854,,3.9389296267921603,22.9429790959834,13.8502790850389,72.048812520521,LAm_Ca
Curacao,CUW,Latin America & Caribbean,high,116.5972131,37.72628905322979,444.0,100.0,1.5,,,172681564.24581,3116610111.7318397,27626.640889190698,-2.05324054613875,,3165.28796628687,,,159849.0,,,0.37941307686667397,18.2028563282827,10.295147051777,71.973964658562,LAm_Ca
Cayman Islands,CYM,Latin America & Caribbean,high,157.0135967,8.919208519589802,240.0,100.0,,,,37433209000.0,3570575151.2672296,72607.571471824,1.71766324320086,,6058.5024139345605,,81.06769325,64174.0,,,0.39665812992798105,0.0037327261533876104,0.8577970765462559,86.8332429812535,LAm_Ca
Cyprus,CYP,Europe & Central Asia,high,138.4797599,5.26046160455096,9240.0,100.0,1.338,0.0,6.0,11018805947.5812,22141864998.8731,36155.4807539388,3.5016365059666,0.1,17364.0309236403,1.57216193491902,80.74318897,1189265.0,0.4807,24.127663554983002,1.9251819882965002,10.313030686525801,4.5654995619301,75.3741441412208,Eu_CAs
Czech Republic,CZE,Europe & Central Asia,high,119.0054475,9.16597837581982,77220.0,100.0,1.63,2.64442651707964,24.5,11234740946.0941,215913545038.43,38019.5805142033,4.075766344376049,0.1,25419.9420488373,1.12360570947245,78.71917285,10625695.0,1.92923,14.5558221526125,2.06493721673074,33.5653598266775,24.1283014435852,54.2573914794284,Eu_CAs
Germany,DEU,Europe & Central Asia,high,133.5943941,8.88937039483839,349360.0,100.0,1.57,2.3028798405389903,8.0,83415033637.1216,3693204332229.78,52574.2604824888,1.7760357890369098,0.2,34181.2784354313,1.2337687568881202,84.39550077,82927922.0,2.91695,11.347880847267499,0.666318537859008,27.905403908537103,21.087111322098302,61.553762164728205,Eu_CAs
Djibouti,DJI,Middle East & North Africa,lower_mid,38.98201121,0.8038302162243959,23180.0,60.2,2.785,,13.0,165001125.365744,1844674434.5037103,,2.43811072343185,1.3,22.2434771003403,,55.68140925,958920.0,,,1.9425311548025501,15.742465857354802,3.8665882616597904,71.7837831115427,MEa_NAf
Dominica,DMA,Latin America & Caribbean,upper_mid,101.7653027,1.90868678342829,750.0,100.0,,,12.0,-2112051.52348547,496726248.51851904,10383.9407632773,-9.72158347487326,,6969.12871896779,,69.61966879,71625.0,,,16.2838540511056,11.307023052061698,2.08636544151934,57.5203007649617,LAm_Ca
Denmark,DNK,Europe & Central Asia,high,121.7107513,5.935712482114299,41990.0,100.0,1.79,6.54181634904634,3.5,2357373493.81492,329865537183.47,54356.4482739471,1.60657224195407,0.1,43757.82743392,1.1814152074453301,97.09936216,5797446.0,2.95742,33.9216227417996,0.99637370632354,20.5446011267412,12.990473360835303,65.2028172340369,Eu_CAs
Dominican Republic,DOM,Latin America & Caribbean,upper_mid,81.44449363,2.11899466984248,48310.0,100.0,2.392,6.77812630672004,16.5,3597900000.0,75931656814.657,16451.5400448466,3.40429544636575,0.9,98.1629544994731,0.7438561253355931,64.99320547,10627165.0,,13.2499960312919,5.78451660200436,26.7489637987297,13.3153157206092,59.9536715828998,LAm_Ca
Algeria,DZA,Middle East & North Africa,upper_mid,110.95771200000001,3.7355201474105,2381740.0,100.0,2.7089999999999996,95.7642317855163,17.5,1200965279.93224,167555280113.181,15266.4852082981,-0.45657211282041,0.1,63.3257015514048,5.27141404556567,47.69105515,42228429.0,,,12.2127913726528,34.7402010452546,32.8443246772388,48.065641132389004,MEa_NAf
East Asia & Pacific (excluding high income),EAP,,,114.29576847018,5.77612844555788,15913500.0,97.59162160100279,1.84921764218409,5.826903120404331,30.11,238735463804.59802,14646215900250.9,14900.4347919603,5.6982026632165095,,466.892955520043,1.7490664787823897,50.787621034109605,2081651801.0,1.95826748388774,10.123982705368,8.9522543274308,39.250347625265704,27.2797738123431,51.27708982647329,
Early-demographic dividend,EAR,,,97.4297100640127,2.29821640857788,33107751.999053996,89.68482985901409,2.50914534458801,30.969984270921397,31.796721311475395,212555559949.38,11369554644897.9,9818.819787496372,3.32259607322773,0.754993705585635,501.354061179904,2.34751987426365,37.858568818703,3249140605.0,,12.9922003403546,9.69180544286848,29.841405678554302,15.7091862991205,53.441999809093396,
East Asia & Pacific,EAS,,,116.352190097814,6.294256271742059,24396748.4039211,97.8255563174976,1.8013261443786102,7.348907182522121,22.9965517241379,549871567107.217,23912261117830.8,18095.9201590457,3.8762263895582003,,1237.7796189965,1.66727114712876,55.095399741453,2328220870.0,2.38141518989593,11.885324478370901,4.94848105742467,33.383741622127,23.026239656928897,59.984478653343295,
Europe & Central Asia (excluding high income),ECA,,,127.274514654498,7.4210733336032595,22622175.0078125,99.9850468508845,1.9282172472613799,48.55086108957129,12.83,72646157460.0736,3317273632219.24,20780.6138006848,3.43985728760683,0.7390095944405709,3746.75055454146,3.09753685961627,66.3845782695615,417797257.0,0.852931159485871,14.108795846175699,5.570164504471849,28.9133463976609,13.6950633730486,54.728905600350295,
Europe & Central Asia,ECS,,,125.421697625292,6.9159390223169,27440113.5884323,99.99320821913192,1.75314943271323,12.951708284381,11.665306122449,787578898639.7109,21523445203238.8,33536.984764297704,2.24746832115159,0.512485670686108,12173.067493856399,1.70411325478369,74.9118552047482,918793590.0,1.92135546675688,19.1603108650087,1.9664872499504,23.036172566895598,14.185818267505601,64.6013855548213,
